perro sin pelo del peru,2,Entre 8 Kg y 25 Kg,Peru,http://www.perros.com/razas/perro-sin-pelo-del-peru/
perro sin pelo mexicano,2,Entre 23 Kg y 25 Kg,Mexico,http://www.perros.com/razas/perro-sin-pelo-mexicano/
perro smous holandes,2,Entre 9 Kg y 10 Kg,Holanda,http://www.perros.com/razas/perro-smous-holandes/
pinscher,2,Entre 12 Kg y 16 Kg,Germany,http://www.perros.com/razas/pinscher/
pinscher austriaco,2,Entre 12 Kg y 18 Kg,Austria,http://www.perros.com/razas/pinscher-austriaco/
pinscher miniatura,1,Entre 3.6 Kg y 5.5 Kg,Germany,http://www.perros.com/razas/pinscher-miniatura/
plott hound,2,Entre 18 Kg y 35 Kg,United States of America,http://www.perros.com/razas/plott-hound/
podenco canario,3,Entre 24 Kg y 25 Kg,Spain,http://www.perros.com/razas/podenco-canario/
podenco ibicenco,2,Entre 20 Kg y 23 Kg,Spain,http://www.perros.com/razas/podenco-ibicenco/
podenco portugues,2,Entre 16 Kg y 20 Kg,Portugal,http://www.perros.com/razas/podenco-portugues/
pointer,3,Entre 21 Kg y 34 Kg,United Kingdom,http://www.perros.com/razas/pointer/
pointer aleman de pelo corto,3,Entre 20 Kg y 32 Kg,Germany,http://www.perros.com/razas/pointer-aleman-de-pelo-corto/
pointer aleman de pelo duro,3,Entre 20 Kg y 34 Kg,Germany,http://www.perros.com/razas/pointer-aleman-de-pelo-duro/
poitevin,3,,France,http://www.perros.com/razas/poitevin/
pomerania,1,Entre 1.4 Kg y 3.2 Kg,Germany,http://www.perros.com/razas/pomerania/
porcelaine,2,,France,http://www.perros.com/razas/porcelaine/
pudelpointer,2,Entre 25 Kg y 31 Kg,France,http://www.perros.com/razas/pudelpointer/
puli,2,Entre 13 Kg y 15 Kg,Hungary,http://www.perros.com/razas/puli/
pumi,1,Entre 10 Kg y 13 Kg,Hungary,http://www.perros.com/razas/pumi/
rafeiro del alentejo,3,Entre 35 Kg y 60 Kg,Portugal,http://www.perros.com/razas/rafeiro-del-alentejo/
rastreador de hannover,2,Entre 25 Kg y 40 Kg,Germany,http://www.perros.com/razas/rastreador-de-hannover/
rastreador montanes de baviera,2,,Germany,http://www.perros.com/razas/rastreador-montanes-de-baviera/
retriever de la bahia de chesapeake,3,Entre 25 Kg y 34 Kg,United States of America,http://www.perros.com/razas/retriever-de-la-bahia-de-chesapeake/
retriever de pelo liso,3,Entre 23 Kg y 35 Kg,United Kingdom,http://www.perros.com/razas/retriever-de-pelo-liso/
ridgeback de rodesia,3,Entre 61 Kg y 69 Kg,Zimbabwe,http://www.perros.com/razas/ridgeback-de-rodesia/
rottweiler,3,Alrededor de 40 Kg,Germany,http://www.perros.com/razas/rottweiler/
sabueso aleman,2,,Germany,http://www.perros.com/razas/sabueso-aleman/
sabueso artesiano,2,Entre 28 Kg y 30 Kg,France,http://www.perros.com/razas/sabueso-artesiano/
sabueso austriaco negro y fuego,2,,Austria,http://www.perros.com/razas/sabueso-austriaco-negro-y-fuego/
